id,title,artist,found_preview_url
87207,Too Long / Steam Machine,Daft Punk,"https://cdnt-preview.dzcdn.net/api/1/1/a/9/1/0/a9142ab4b94aecfc9b8a1cca08e25a12.mp3?hdnea=exp=1760062846~acl=/api/1/1/a/9/1/0/a9142ab4b94aecfc9b8a1cca08e25a12.mp3*~data=user_id=0,application_id=42~hmac=fd7266e96936fbe780fff5b588ef7cb3dd3e35b583253e667b53d87dda24c5ed"
87208,The Son of Flynn,Daft Punk,"https://cdnt-preview.dzcdn.net/api/1/1/0/9/7/0/097d6dd652e04f774adfbf9e21281946.mp3?hdnea=exp=1760062846~acl=/api/1/1/0/9/7/0/097d6dd652e04f774adfbf9e21281946.mp3*~data=user_id=0,application_id=42~hmac=84cc53d0f3768e05fa629c94ee63f7c1c48f29641b9e873d85e4b5c0826089ef"
87209,Make Love,Daft Punk,"https://cdnt-preview.dzcdn.net/api/1/1/2/e/b/0/2ebd18e452ac5f81d68b85028aaaf95a.mp3?hdnea=exp=1760062847~acl=/api/1/1/2/e/b/0/2ebd18e452ac5f81d68b85028aaaf95a.mp3*~data=user_id=0,application_id=42~hmac=8c54023e97bcaeadfe4439eae7a8a3cd35e0b2313ca44e5ff7848679486bb99c"
87210,Crescendolls,Daft Punk,"https://cdnt-preview.dzcdn.net/api/1/1/1/f/6/0/1f65f58dc3cfa276ac6a1ee6f2ffac20.mp3?hdnea=exp=1760062847~acl=/api/1/1/1/f/6/0/1f65f58dc3cfa276ac6a1ee6f2ffac20.mp3*~data=user_id=0,application_id=42~hmac=68db9e99fb2106402c958605bb4b2b5e9d083dc1afd4316cae982d3fad862469"
87211,Superheroes,Daft Punk,"https://cdnt-preview.dzcdn.net/api/1/1/1/b/c/0/1bc57c07bfaf6a265e06ce9574390e0e.mp3?hdnea=exp=1760062848~acl=/api/1/1/1/b/c/0/1bc57c07bfaf6a265e06ce9574390e0e.mp3*~data=user_id=0,application_id=42~hmac=5a6b5563f43489994ed5c3bbfff550797e59c98d167c6b8e761640f6612b2df5"
87212,Too Long,Daft Punk,"https://cdnt-preview.dzcdn.net/api/1/1/8/f/e/0/8fe6827c48cc62fb82fe8e741b0534f4.mp3?hdnea=exp=1760062848~acl=/api/1/1/8/f/e/0/8fe6827c48cc62fb82fe8e741b0534f4.mp3*~data=user_id=0,application_id=42~hmac=18a1c2d5d08ba416a093505a99990a2881ccb949f247f3face50395835af578c"
87213,Beyond,Daft Punk,"https://cdnt-preview.dzcdn.net/api/1/1/8/8/5/0/885c72be5aa016fb7560aa01cd979850.mp3?hdnea=exp=1760062849~acl=/api/1/1/8/8/5/0/885c72be5aa016fb7560aa01cd979850.mp3*~data=user_id=0,application_id=42~hmac=2cfffeec4f0458ff3c00b5dd9b29604f07e4c7bbeec789093bec817bff7096d6"
87214,Motherboard,Daft Punk,"https://cdnt-preview.dzcdn.net/api/1/1/1/b/f/0/1bffd335a2958cbdace9fc6249a6b78e.mp3?hdnea=exp=1760062849~acl=/api/1/1/1/b/f/0/1bffd335a2958cbdace9fc6249a6b78e.mp3*~data=user_id=0,application_id=42~hmac=d1c4e04d7062c562e08943f1c8b2616562ee08fd69b83ed23d5d21eb2b4b63a0"
87215,High Life,Daft Punk,"https://cdnt-preview.dzcdn.net/api/1/1/e/e/a/0/eea4fd9467e697d503998dff44ceeaa3.mp3?hdnea=exp=1760062850~acl=/api/1/1/e/e/a/0/eea4fd9467e697d503998dff44ceeaa3.mp3*~data=user_id=0,application_id=42~hmac=f6a221ec43fc4db80ff413502411154a437391337fb821290d41ff747e8c03ba"
87216,Burnin' / Too Long,Daft Punk,"https://cdnt-preview.dzcdn.net/api/1/1/7/4/1/0/741c6647b6db02205c1f8801313649bc.mp3?hdnea=exp=1760062851~acl=/api/1/1/7/4/1/0/741c6647b6db02205c1f8801313649bc.mp3*~data=user_id=0,application_id=42~hmac=014a663b539f4ca5e147476f4ad6057e34c4e1d97d7928d6363abb3283116dfa"
87217,Around the World (Radio Edit),Daft Punk,"https://cdnt-preview.dzcdn.net/api/1/1/8/3/4/0/834888e6c9cf34528869d5cd0712c9ab.mp3?hdnea=exp=1760062851~acl=/api/1/1/8/3/4/0/834888e6c9cf34528869d5cd0712c9ab.mp3*~data=user_id=0,application_id=42~hmac=f99f15325e6c871426d5eab52890c26be18bf250794dc67f9f7176ca94c6ee31"
87218,Nightvision,Daft Punk,"https://cdnt-preview.dzcdn.net/api/1/1/c/0/6/0/c063dbb3b8f2af8dac3e88950f2e38b0.mp3?hdnea=exp=1760062852~acl=/api/1/1/c/0/6/0/c063dbb3b8f2af8dac3e88950f2e38b0.mp3*~data=user_id=0,application_id=42~hmac=87bd7b333161224a674a6fa09493706b7f7bd9062e7b6c4e4a6eff48fe77a69b"
87219,Rock'n Roll,Daft Punk,"https://cdnt-preview.dzcdn.net/api/1/1/b/c/c/0/bcc9340e3ab9d8b3bf1d14dc11277e19.mp3?hdnea=exp=1760062852~acl=/api/1/1/b/c/c/0/bcc9340e3ab9d8b3bf1d14dc11277e19.mp3*~data=user_id=0,application_id=42~hmac=2916f104f34b2e7dd10cbb0158e43a57631be3f10123ec5cd5209c672a1aca66"
87220,"Aerodynamic Beats / Gabrielle , Forget About the World",Daft Punk,"https://cdnt-preview.dzcdn.net/api/1/1/c/7/4/0/c746d7ae89e4888ce124b9ebe4290aab.mp3?hdnea=exp=1760062853~acl=/api/1/1/c/7/4/0/c746d7ae89e4888ce124b9ebe4290aab.mp3*~data=user_id=0,application_id=42~hmac=1c6b743dc2a157e3e18cb4e7a323a118fdca3dadc619514fd22e679d640e6b38"
87221,Rollin' & Scratchin',Daft Punk,"https://cdnt-preview.dzcdn.net/api/1/1/c/3/f/0/c3fe97452b16f87074f532dd0496cb3e.mp3?hdnea=exp=1760062853~acl=/api/1/1/c/3/f/0/c3fe97452b16f87074f532dd0496cb3e.mp3*~data=user_id=0,application_id=42~hmac=23c346864ea0dbbf74006537113aa5640185e67d9749e2485c3c91ed016e2bc8"
87222,Fresh,Daft Punk,"https://cdnt-preview.dzcdn.net/api/1/1/0/5/b/0/05b2a36d87395c52598042875ab404b5.mp3?hdnea=exp=1760062854~acl=/api/1/1/0/5/b/0/05b2a36d87395c52598042875ab404b5.mp3*~data=user_id=0,application_id=42~hmac=cb3aa5fefeeddd7a02d9c2d4a599fd96ee7253a73097b1057c20eb365f13a220"
87223,Phoenix,Daft Punk,"https://cdnt-preview.dzcdn.net/api/1/1/b/0/d/0/b0d7ed1caaeddaba89c1468f78987bbc.mp3?hdnea=exp=1760062854~acl=/api/1/1/b/0/d/0/b0d7ed1caaeddaba89c1468f78987bbc.mp3*~data=user_id=0,application_id=42~hmac=199424a5459292f71e8be4a114c1285841ade62f260d7eb337e4e23d79fc9dea"
87224,Teachers,Daft Punk,"https://cdnt-preview.dzcdn.net/api/1/1/f/2/d/0/f2d18dfaa34eb416f0ee7b1a742d7418.mp3?hdnea=exp=1760062855~acl=/api/1/1/f/2/d/0/f2d18dfaa34eb416f0ee7b1a742d7418.mp3*~data=user_id=0,application_id=42~hmac=17cf9e72d555ef3e2b9c6c8ec4638fd2343cce0ea89149e62e6340bfea4a8bdb"
87225,High Fidelity,Daft Punk,"https://cdnt-preview.dzcdn.net/api/1/1/c/d/6/0/cd6e1314c1e6ebbef943f9be3c7927b3.mp3?hdnea=exp=1760062855~acl=/api/1/1/c/d/6/0/cd6e1314c1e6ebbef943f9be3c7927b3.mp3*~data=user_id=0,application_id=42~hmac=e540a74fcf9871cb19400b8807b107a406fb6edf713637ff534ae72d2992a439"
87226,Give Life Back to Music (Drumless Edition),Daft Punk,"https://cdnt-preview.dzcdn.net/api/1/1/c/e/b/0/ceba78a900248b543fc16c8a58154ce2.mp3?hdnea=exp=1760062856~acl=/api/1/1/c/e/b/0/ceba78a900248b543fc16c8a58154ce2.mp3*~data=user_id=0,application_id=42~hmac=d762d080aaa682dfd8ca11f8003bb374042504dfdaa6e23dff5659866caeba86"
87227,Indo Silver Club,Daft Punk,"https://cdnt-preview.dzcdn.net/api/1/1/e/6/a/0/e6af93e7a81341d390f790ce02b2b173.mp3?hdnea=exp=1760062857~acl=/api/1/1/e/6/a/0/e6af93e7a81341d390f790ce02b2b173.mp3*~data=user_id=0,application_id=42~hmac=144ce67dfd997c034ae00042c29f98131d64de824e47beacf02fee48c990cdbb"
87228,Musique,Daft Punk,"https://cdnt-preview.dzcdn.net/api/1/1/5/4/4/0/5445a2996b5493ffb5413ba356aa80bc.mp3?hdnea=exp=1760062857~acl=/api/1/1/5/4/4/0/5445a2996b5493ffb5413ba356aa80bc.mp3*~data=user_id=0,application_id=42~hmac=d9f96fd12865b0c754c94e40591bfe36baedd97178681449a5dada8cc0e0a64e"
